Method,Technique,Scope,TotalTime,SolvingTime,ExecutedPaths,InvalidPaths,CacheHits
add, LISSAM, 8, 0, 0, 2, 0, 0
add, LISSAM, 9, 0, 0, 2, 0, 0
add, LISSAM, 10, 0, 0, 2, 0, 0
add, LISSAM, 11, 0, 0, 2, 0, 0
add, LISSAM, 12, 0, 0, 2, 0, 0
add, LISSAM, 13, 0, 0, 2, 0, 0
add, LISSAM, 14, 0, 0, 2, 0, 0
add, LISSAM, 15, 0, 0, 2, 0, 0
add, LISSAM, 16, 0, 0, 2, 0, 0
add, LISSAM, 17, 0, 0, 2, 0, 0
add, LISSAM, 18, 0, 0, 2, 0, 0
add, LISSAM, 19, 0, 0, 2, 0, 0
add, LISSAM, 20, 0, 0, 2, 0, 0
add, LISSAM, 21, 0, 0, 2, 0, 0
add, LISSAM, 22, 0, 0, 2, 0, 0
add, LISSAM, 23, 0, 0, 2, 0, 0
add, LISSAM, 24, 0, 0, 2, 0, 0
add, LISSAM, 25, 0, 0, 2, 0, 0
add, LISSAM, 26, 0, 0, 2, 0, 0
add, LISSAM, 27, 0, 0, 2, 0, 0
add, LISSAM, 28, 0, 0, 2, 0, 0
add, LISSAM, 29, 0, 0, 2, 0, 0
add, LISSAM, 30, 0, 0, 2, 0, 0
add, LISSAM, 31, 0, 0, 2, 0, 0
add, LISSAM, 32, 0, 0, 2, 0, 0
add, LISSAM, 33, 0, 0, 2, 0, 0
add, LISSAM, 34, 0, 0, 2, 0, 0
add, LISSAM, 35, 0, 0, 2, 0, 0
add, LISSAM, 36, 0, 0, 2, 0, 0
add, LISSAM, 37, 0, 0, 2, 0, 0
add, LISSAM, 38, 0, 0, 2, 0, 0
add, LISSAM, 39, 0, 0, 2, 0, 0
add, LISSAM, 40, 0, 0, 2, 0, 0
add, LISSAM, 41, 0, 0, 2, 0, 0
add, LISSAM, 42, 0, 0, 2, 0, 0
add, LISSAM, 43, 0, 0, 2, 0, 0
add, LISSAM, 44, 0, 0, 2, 0, 0
add, LISSAM, 45, 0, 0, 2, 0, 0
add, LISSAM, 46, 0, 0, 2, 0, 0
add, LISSAM, 47, 0, 0, 2, 0, 0
add, LISSAM, 48, 0, 0, 2, 0, 0
add, LISSAM, 49, 0, 0, 2, 0, 0
add, LISSAM, 50, 0, 0, 2, 0, 0
add, LISSANOSB, 1, 0, 0, 1, 0, 0
add, LISSANOSB, 2, 0, 0, 2, 0, 0
add, LISSANOSB, 3, 0, 0, 2, 0, 0
add, LISSANOSB, 4, 0, 0, 2, 0, 0
add, LISSANOSB, 5, 0, 0, 2, 0, 0
add, LISSANOSB, 6, 0, 0, 2, 0, 0
add, LISSANOSB, 7, 0, 0, 2, 0, 0
add, LISSANOSB, 8, 0, 0, 2, 0, 0
add, LISSANOSB, 9, 0, 0, 2, 0, 0
add, LISSANOSB, 10, 7, 7, 2, 0, 0
add, LISSANOSB, 11, 81, 81, 2, 0, 0
add, LISSANOSB, 12, 995, 995, 2, 0, 0
remove, LIHYBRID, 1, 0, 0, 1, 0, 0
remove, LIHYBRID, 2, 0, 0, 4, 1, 0
remove, LIHYBRID, 3, 1, 0, 23, 17, 0
remove, LIHYBRID, 4, 2, 0, 59, 50, 0
remove, LIHYBRID, 5, 4, 0, 109, 97, 0
remove, LIHYBRID, 6, 7, 0, 174, 159, 0
remove, LIHYBRID, 7, 13, 0, 256, 238, 0
remove, LIHYBRID, 8, 19, 0, 357, 336, 0
remove, LIHYBRID, 9, 26, 0, 479, 455, 0
remove, LIHYBRID, 10, 39, 0, 624, 597, 0
remove, LIHYBRID, 11, 50, 0, 794, 764, 0
remove, LIHYBRID, 12, 68, 0, 991, 958, 0
remove, LIHYBRID, 13, 78, 0, 1217, 1181, 0
remove, LIHYBRID, 14, 96, 0, 1474, 1435, 0
remove, LIHYBRID, 15, 118, 0, 1764, 1722, 0
remove, LIHYBRID, 16, 145, 1, 2089, 2044, 0
remove, LIHYBRID, 17, 171, 0, 2451, 2403, 0
remove, LIHYBRID, 18, 204, 0, 2852, 2801, 0
remove, LIHYBRID, 19, 232, 0, 3294, 3240, 0
remove, LIHYBRID, 20, 273, 2, 3779, 3722, 0
remove, LIHYBRID, 21, 322, 0, 4309, 4249, 0
remove, LIHYBRID, 22, 361, 0, 4886, 4823, 0
remove, LIHYBRID, 23, 407, 2, 5512, 5446, 0
remove, LIHYBRID, 24, 470, 3, 6189, 6120, 0
remove, LIHYBRID, 25, 525, 3, 6919, 6847, 0
remove, LIHYBRID, 26, 590, 3, 7704, 7629, 0
remove, LIHYBRID, 27, 658, 6, 8546, 8468, 0
remove, LIHYBRID, 28, 720, 5, 9447, 9366, 0
remove, LIHYBRID, 29, 824, 7, 10409, 10325, 0
remove, LIHYBRID, 30, 878, 11, 11434, 11347, 0
remove, LIHYBRID, 31, 998, 12, 12524, 12434, 0
remove, LIHYBRID, 32, 1069, 10, 13681, 13588, 0
remove, LIHYBRID, 33, 1182, 15, 14907, 14811, 0
remove, LIHYBRID, 34, 1275, 16, 16204, 16105, 0
remove, LIHYBRID, 35, 1389, 15, 17574, 17472, 0
remove, LIHYBRID, 36, 1517, 20, 19019, 18914, 0
remove, LIHYBRID, 37, 1649, 25, 20541, 20433, 0
remove, LIHYBRID, 38, 1785, 26, 22142, 22031, 0
remove, LIHYBRID, 39, 1956, 35, 23824, 23710, 0
remove, LIHYBRID, 40, 2056, 34, 25589, 25472, 0
remove, LIHYBRID, 41, 2268, 44, 27439, 27319, 0
remove, LIHYBRID, 42, 2400, 47, 29376, 29253, 0
remove, LIHYBRID, 43, 2570, 57, 31402, 31276, 0
remove, LIHYBRID, 44, 2731, 65, 33519, 33390, 0
remove, LIHYBRID, 45, 2959, 73, 35729, 35597, 0
remove, LIHYBRID, 46, 3172, 79, 38034, 37899, 0
remove, LIHYBRID, 47, 3360, 85, 40436, 40298, 0
remove, LIHYBRID, 48, 3570, 102, 42937, 42796, 0
remove, LIHYBRID, 49, 3876, 106, 45539, 45395, 0
remove, LIHYBRID, 50, 4047, 118, 48244, 48097, 0
remove, DRIVER, 1, 0, 0, 3, 0, 0
remove, DRIVER, 2, 0, 0, 6, 0, 0
remove, DRIVER, 3, 0, 0, 10, 0, 0
remove, DRIVER, 4, 0, 0, 15, 0, 0
remove, DRIVER, 5, 0, 0, 21, 0, 0
remove, DRIVER, 6, 0, 0, 28, 0, 0
remove, DRIVER, 7, 0, 0, 36, 0, 0
remove, DRIVER, 8, 0, 0, 45, 0, 0
remove, DRIVER, 9, 0, 0, 55, 0, 0
remove, DRIVER, 10, 0, 0, 66, 0, 0
remove, DRIVER, 11, 0, 0, 78, 0, 0
remove, DRIVER, 12, 0, 0, 91, 0, 0
remove, DRIVER, 13, 0, 0, 105, 0, 0
remove, DRIVER, 14, 0, 0, 120, 0, 0
remove, DRIVER, 15, 0, 0, 136, 0, 0
remove, DRIVER, 16, 0, 0, 153, 0, 0
remove, DRIVER, 17, 0, 0, 171, 0, 0
remove, DRIVER, 18, 0, 0, 190, 0, 0
remove, DRIVER, 19, 0, 0, 210, 0, 0
remove, DRIVER, 20, 0, 0, 231, 0, 0
remove, DRIVER, 21, 0, 0, 253, 0, 0
remove, DRIVER, 22, 0, 0, 276, 0, 0
remove, DRIVER, 23, 0, 0, 300, 0, 0
remove, DRIVER, 24, 0, 0, 325, 0, 0
remove, DRIVER, 25, 0, 0, 351, 0, 0
remove, DRIVER, 26, 0, 0, 378, 0, 0
remove, DRIVER, 27, 0, 0, 406, 0, 0
remove, DRIVER, 28, 0, 0, 435, 0, 0
remove, DRIVER, 29, 0, 0, 465, 0, 0
remove, DRIVER, 30, 0, 0, 496, 0, 0
remove, DRIVER, 31, 0, 0, 528, 0, 0
remove, DRIVER, 32, 0, 0, 561, 0, 0
remove, DRIVER, 33, 0, 0, 595, 0, 0
remove, DRIVER, 34, 0, 0, 630, 0, 0
remove, DRIVER, 35, 0, 0, 666, 0, 0
remove, DRIVER, 36, 1, 0, 703, 0, 0
remove, DRIVER, 37, 1, 0, 741, 0, 0
remove, DRIVER, 38, 1, 0, 780, 0, 0
remove, DRIVER, 39, 1, 0, 820, 0, 0
remove, DRIVER, 40, 1, 0, 861, 0, 0
remove, DRIVER, 41, 1, 0, 903, 0, 0
remove, DRIVER, 42, 1, 0, 946, 0, 0
remove, DRIVER, 43, 1, 0, 990, 0, 0
remove, DRIVER, 44, 1, 0, 1035, 0, 0
remove, DRIVER, 45, 1, 0, 1081, 0, 0
remove, DRIVER, 46, 1, 0, 1128, 0, 0
remove, DRIVER, 47, 1, 0, 1176, 0, 0
remove, DRIVER, 48, 1, 0, 1225, 0, 0
remove, DRIVER, 49, 1, 0, 1275, 0, 0
remove, DRIVER, 50, 2, 0, 1326, 0, 0
remove, IFREPOK, 1, 0, 0, 1, 0, 0
remove, IFREPOK, 2, 0, 0, 3, 0, 0
remove, IFREPOK, 3, 0, 0, 6, 0, 0
remove, IFREPOK, 4, 0, 0, 10, 0, 0
remove, IFREPOK, 5, 0, 0, 15, 0, 0
remove, IFREPOK, 6, 0, 0, 21, 0, 0
remove, IFREPOK, 7, 0, 0, 28, 0, 0
remove, IFREPOK, 8, 0, 0, 36, 0, 0
remove, IFREPOK, 9, 0, 0, 45, 0, 0
remove, IFREPOK, 10, 0, 0, 55, 0, 0
remove, IFREPOK, 11, 0, 0, 66, 0, 0
remove, IFREPOK, 12, 0, 0, 78, 0, 0
remove, IFREPOK, 13, 0, 0, 91, 0, 0
remove, IFREPOK, 14, 0, 0, 105, 0, 0
remove, IFREPOK, 15, 0, 0, 120, 0, 0
remove, IFREPOK, 16, 0, 0, 136, 0, 0
remove, IFREPOK, 17, 0, 0, 153, 0, 0
remove, IFREPOK, 18, 0, 0, 171, 0, 0
remove, IFREPOK, 19, 0, 0, 190, 0, 0
remove, IFREPOK, 20, 0, 0, 210, 0, 0
remove, IFREPOK, 21, 0, 0, 231, 0, 0
remove, IFREPOK, 22, 0, 0, 253, 0, 0
remove, IFREPOK, 23, 0, 0, 276, 0, 0
remove, IFREPOK, 24, 0, 0, 300, 0, 0
remove, IFREPOK, 25, 0, 0, 325, 0, 0
remove, IFREPOK, 26, 0, 0, 351, 0, 0
remove, IFREPOK, 27, 0, 0, 378, 0, 0
remove, IFREPOK, 28, 0, 0, 406, 0, 0
remove, IFREPOK, 29, 0, 0, 435, 0, 0
remove, IFREPOK, 30, 0, 0, 465, 0, 0
remove, IFREPOK, 31, 0, 0, 496, 0, 0
remove, IFREPOK, 32, 0, 0, 528, 0, 0
remove, IFREPOK, 33, 0, 0, 561, 0, 0
remove, IFREPOK, 34, 0, 0, 595, 0, 0
remove, IFREPOK, 35, 0, 0, 630, 0, 0
remove, IFREPOK, 36, 1, 0, 666, 0, 0
remove, IFREPOK, 37, 1, 0, 703, 0, 0
remove, IFREPOK, 38, 1, 0, 741, 0, 0
remove, IFREPOK, 39, 1, 0, 780, 0, 0
remove, IFREPOK, 40, 1, 0, 820, 0, 0
remove, IFREPOK, 41, 1, 0, 861, 0, 0
remove, IFREPOK, 42, 1, 0, 903, 0, 0
remove, IFREPOK, 43, 1, 0, 946, 0, 0
remove, IFREPOK, 44, 1, 0, 990, 0, 0
remove, IFREPOK, 45, 1, 0, 1035, 0, 0
remove, IFREPOK, 46, 1, 0, 1081, 0, 0
remove, IFREPOK, 47, 1, 0, 1128, 0, 0
remove, IFREPOK, 48, 1, 0, 1176, 0, 0
remove, IFREPOK, 49, 2, 0, 1225, 0, 0
remove, IFREPOK, 50, 2, 0, 1275, 0, 0
remove, LISSA, 1, 0, 0, 1, 0, 0
remove, LISSA, 2, 0, 0, 3, 0, 0
remove, LISSA, 3, 0, 0, 6, 0, 0
remove, LISSA, 4, 0, 0, 9, 0, 0
remove, LISSA, 5, 0, 0, 12, 0, 0
remove, LISSA, 6, 0, 0, 15, 0, 0
remove, LISSA, 7, 0, 0, 18, 0, 0
remove, LISSA, 8, 0, 0, 21, 0, 0
remove, LISSA, 9, 0, 0, 24, 0, 0
remove, LISSA, 10, 0, 0, 27, 0, 0
remove, LISSA, 11, 0, 0, 30, 0, 0
remove, LISSA, 12, 0, 0, 33, 0, 0
remove, LISSA, 13, 0, 0, 36, 0, 0
remove, LISSA, 14, 0, 0, 39, 0, 0
remove, LISSA, 15, 0, 0, 42, 0, 0
remove, LISSA, 16, 0, 0, 45, 0, 0
remove, LISSA, 17, 0, 0, 48, 0, 0
remove, LISSA, 18, 0, 0, 51, 0, 0
remove, LISSA, 19, 0, 0, 54, 0, 0
remove, LISSA, 20, 0, 0, 57, 0, 0
remove, LISSA, 21, 0, 0, 60, 0, 0
remove, LISSA, 22, 0, 0, 63, 0, 0
remove, LISSA, 23, 0, 0, 66, 0, 0
remove, LISSA, 24, 0, 0, 69, 0, 0
remove, LISSA, 25, 0, 0, 72, 0, 0
remove, LISSA, 26, 0, 0, 75, 0, 0
remove, LISSA, 27, 0, 0, 78, 0, 0
remove, LISSA, 28, 0, 0, 81, 0, 0
remove, LISSA, 29, 0, 0, 84, 0, 0
remove, LISSA, 30, 1, 0, 87, 0, 0
remove, LISSA, 31, 1, 0, 90, 0, 0
remove, LISSA, 32, 1, 0, 93, 0, 0
remove, LISSA, 33, 1, 0, 96, 0, 0
remove, LISSA, 34, 1, 0, 99, 0, 0
remove, LISSA, 35, 1, 1, 102, 0, 0
remove, LISSA, 36, 2, 1, 105, 0, 0
remove, LISSA, 37, 2, 1, 108, 0, 0
remove, LISSA, 38, 2, 1, 111, 0, 0
remove, LISSA, 39, 2, 1, 114, 0, 0
remove, LISSA, 40, 3, 2, 117, 0, 0
remove, LISSA, 41, 3, 2, 120, 0, 0
remove, LISSA, 42, 3, 2, 123, 0, 0
remove, LISSA, 43, 4, 3, 126, 0, 0
remove, LISSA, 44, 4, 3, 129, 0, 0
remove, LISSA, 45, 5, 3, 132, 0, 0
remove, LISSA, 46, 5, 4, 135, 0, 0
remove, LISSA, 47, 6, 4, 138, 0, 0
remove, LISSA, 48, 6, 5, 141, 0, 0
remove, LISSA, 49, 7, 5, 144, 0, 0
remove, LISSA, 50, 7, 6, 147, 0, 0
remove, LISSAM, 1, 0, 0, 1, 0, 0
remove, LISSAM, 2, 0, 0, 3, 0, 0
remove, LISSAM, 3, 0, 0, 6, 0, 0
remove, LISSAM, 4, 0, 0, 9, 0, 0
remove, LISSAM, 5, 0, 0, 12, 0, 0
remove, LISSAM, 6, 0, 0, 15, 0, 0
remove, LISSAM, 7, 0, 0, 18, 0, 0
remove, LISSAM, 8, 0, 0, 21, 0, 0
remove, LISSAM, 9, 0, 0, 24, 0, 0
remove, LISSAM, 10, 0, 0, 27, 0, 0
remove, LISSAM, 11, 0, 0, 30, 0, 0
remove, LISSAM, 12, 0, 0, 33, 0, 0
remove, LISSAM, 13, 0, 0, 36, 0, 0
remove, LISSAM, 14, 0, 0, 39, 0, 0
remove, LISSAM, 15, 0, 0, 42, 0, 0
remove, LISSAM, 16, 0, 0, 45, 0, 0
remove, LISSAM, 17, 0, 0, 48, 0, 0
remove, LISSAM, 18, 0, 0, 51, 0, 0
remove, LISSAM, 19, 0, 0, 54, 0, 0
remove, LISSAM, 20, 0, 0, 57, 0, 0
remove, LISSAM, 21, 0, 0, 60, 0, 0
remove, LISSAM, 22, 0, 0, 63, 0, 0
remove, LISSAM, 23, 0, 0, 66, 0, 0
remove, LISSAM, 24, 0, 0, 69, 0, 0
remove, LISSAM, 25, 0, 0, 72, 0, 0
remove, LISSAM, 26, 0, 0, 75, 0, 0
remove, LISSAM, 27, 0, 0, 78, 0, 0
remove, LISSAM, 28, 0, 0, 81, 0, 0
remove, LISSAM, 29, 0, 0, 84, 0, 0
remove, LISSAM, 30, 1, 0, 87, 0, 0
remove, LISSAM, 31, 1, 0, 90, 0, 0
remove, LISSAM, 32, 1, 0, 93, 0, 0
remove, LISSAM, 33, 1, 0, 96, 0, 0
remove, LISSAM, 34, 1, 0, 99, 0, 0
remove, LISSAM, 35, 1, 1, 102, 0, 0
remove, LISSAM, 36, 2, 1, 105, 0, 0
remove, LISSAM, 37, 2, 1, 108, 0, 0
remove, LISSAM, 38, 2, 1, 111, 0, 0
remove, LISSAM, 39, 2, 1, 114, 0, 0
remove, LISSAM, 40, 3, 1, 117, 0, 0
remove, LISSAM, 41, 3, 2, 120, 0, 0
remove, LISSAM, 42, 3, 2, 123, 0, 0
remove, LISSAM, 43, 4, 2, 126, 0, 0
remove, LISSAM, 44, 4, 3, 129, 0, 0
remove, LISSAM, 45, 5, 3, 132, 0, 0
remove, LISSAM, 46, 5, 4, 135, 0, 0
remove, LISSAM, 47, 6, 4, 138, 0, 0
remove, LISSAM, 48, 6, 5, 141, 0, 0
remove, LISSAM, 49, 7, 5, 144, 0, 0
remove, LISSAM, 50, 7, 6, 147, 0, 0
